OrderID,IdentityFeature1,IdentityFeature2,IdentityFeature3,IdentityFeature4,IdentityFeature5,IdentityFeature6,IdentityFeature7,IdentityFeature8,IdentityFeature9,IdentityFeature10,IdentityFeature11,IdentityFeature12,IdentityFeature13,IdentityFeature14,IdentityFeature15,IdentityFeature16,IdentityFeature17,IdentityFeature18,IdentityFeature19,IdentityFeature20,IdentityFeature21,IdentityFeature22,IdentityFeature23,IdentityFeature24,IdentityFeature25,IdentityFeature26,IdentityFeature27,IdentityFeature28,IdentityFeature29,IdentityFeature30,IdentityFeature31,IdentityFeature32,IdentityFeature33,IdentityFeature34,IdentityFeature35,IdentityFeature36,IdentityFeature37,IdentityFeature38,DeviceOS,DeviceModel
2993385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194985,-10.0,448514.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
3385864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481589,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046482,-35.0,123669.0,,,0.0,0.0,,,0.0,0.0,95.16000366210938,NotFound,49.0,,Unknown,,225.0,,254.0,507.0,,,,,,,,Found,Found,,safari generic,,,,F,F,F,T,desktop,
3249371,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501841,-20.0,14997.0,0.0,0.0,9.0,-30.0,28.0,-35.0,0.0,0.0,100.0,Found,15.0,-300.0,Found,Found,166.0,12.0,317.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,102.0,Found,Found,Found,Linux,chrome generic,24.0,1920x1080,match_status:2,T,F,T,T,desktop,
3026357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292411,-5.0,181266.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,277.0,333.0,,,,,,,,New,NotFound,Windows 10,chrome 64.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3071691,0.0,87572.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,622.0,549.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
3351758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372401,-5.0,422559.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,-480.0,New,NotFound,166.0,13.0,529.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,1136x640,match_status:1,T,F,F,F,mobile,iOS Device
3363770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099369,0.0,112894.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-360.0,Found,Found,166.0,,312.0,333.0,,,,,,,,Found,Found,Android,chrome 62.0,24.0,1280x800,match_status:2,T,F,T,T,mobile,
3225543,-5.0,209941.0,0.0,0.0,3.0,-32.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,Windows
3520854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025084,-5.0,47906.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,193.0,177.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3078213,-5.0,70830.0,,,0.0,0.0,,,,,100.0,Found,52.0,-360.0,New,NotFound,166.0,,548.0,299.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3482124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486425,-100.0,98780.0,,,0.0,-32.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,15.0,567.0,507.0,,,,,,,,New,NotFound,,mobile safari uiwebview,,,,F,F,F,F,mobile,
2998568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087808,-5.0,121947.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,100.0,368.0,,,,,,,,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,F,mobile,iOS Device
3113996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149815,-5.0,208283.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,610.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3415557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457654,-5.0,664116.0,,,2.0,-10.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,15.0,417.0,340.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,T,F,mobile,SM-G570M Build/MMB29K
3032166,-5.0,31281.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,13.0,204.0,222.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3223919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436610,-5.0,99368.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,215.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 65.0,24.0,3200x1800,match_status:2,T,F,T,F,desktop,Windows
3052627,-5.0,59175.0,0.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,49.0,-360.0,Found,Found,166.0,,307.0,521.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,MacOS
3222701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341224,-20.0,282510.0,0.0,0.0,1.0,-22.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,15.0,384.0,507.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-G610M Build/MMB29K
3274903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575144,-5.0,106090.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,535.0,,,,,,,,Found,Found,Windows 10,chrome 64.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3005994,-5.0,156362.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,607.0,417.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3465142,0.0,1686.0,,,0.0,0.0,,,,,100.0,NotFound,41.0,-300.0,New,NotFound,166.0,,542.0,597.0,,,,,,,,New,NotFound,Mac OS X 10.11,firefox 58.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,rv:58.0
3076505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519741,-5.0,40462.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,341.0,600.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,3840x2160,match_status:1,T,F,T,T,desktop,Windows
3521270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055764,0.0,71527.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,312.0,222.0,,,,,,,,New,NotFound,Android,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,mobile,
3280279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031341,0.0,61826.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,348.0,333.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3353846,-5.0,396241.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3146067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034266,-15.0,187676.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,427.0,563.0,,,,,,,,Found,Found,,mobile safari 10.0,,,,F,F,T,T,mobile,
3434615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121824,0.0,160102.0,,,-1.0,-100.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,13.0,266.0,507.0,,,,,,,,New,NotFound,,samsung browser 5.2,,,,F,F,T,T,mobile,SAMSUNG SM-J730GM Build/NRD90M
3508412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099890,0.0,234314.0,0.0,0.0,6.0,-4.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,13.0,352.0,146.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-G955U Build/NRD90M
3097248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395085,-5.0,354600.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,427.0,566.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13
3337823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093187,-5.0,484287.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,548.0,100.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3080622,-5.0,29092.0,0.0,0.0,11.0,-18.0,,,0.0,0.0,100.0,Found,52.0,-360.0,Found,Found,166.0,13.0,410.0,146.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3438819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223422,-25.0,124698.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
3341345,-5.0,331051.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome generic for android,,,,F,F,T,F,mobile,HTC Desire 650 Build/MMB29M
3135763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093575,-5.0,194175.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,193.0,597.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3480999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524688,-15.0,527581.0,0.0,0.0,0.0,-32.0,23.0,-31.0,0.0,0.0,100.0,Found,64.0,-300.0,Found,Found,166.0,,317.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,442.0,102.0,Found,Found,Found,iOS 11.3.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3169633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383324,-5.0,330860.0,0.0,0.0,-9.0,-32.0,,,0.0,0.0,100.0,NotFound,19.0,,Found,Found,225.0,15.0,266.0,595.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,E2306 Build/26.1.A.3.111
3090144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395418,0.0,140076.0,,,21.0,-27.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,321.0,533.0,,,,,,,,New,NotFound,iOS 11.2.6,mobile safari generic,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
3522024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059096,-5.0,32599.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3251108,-5.0,790306.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 57.0 for android,,,,F,F,T,F,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13
3077314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148401,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204353,-5.0,37270.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,542.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3154754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112454,-5.0,109713.0,0.0,0.0,6.0,-50.0,15.0,-53.0,0.0,0.0,100.0,Found,55.0,-300.0,Found,Found,166.0,13.0,122.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,102.0,Found,Found,Found,Android,chrome 63.0,32.0,1280x720,match_status:2,T,F,T,T,mobile,
3170103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365478,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429318,-5.0,249772.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-360.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,New,NotFound,iOS 11.2.6,mobile safari generic,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3409432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394215,-50.0,282314.0,,,0.0,0.0,,,,,100.0,NotFound,62.0,,Unknown,,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,F,F,desktop,Windows
3295732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501001,0.0,50352.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,166.0,,548.0,299.0,,,,,,,,New,NotFound,,chrome 64.0,,,match_status:2,F,F,T,T,desktop,
3002755,-5.0,102572.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,410.0,222.0,,,,,,,,New,NotFound,Windows 7,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3045225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477352,-5.0,112260.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3574245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154051,-10.0,190670.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,384.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3298759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
